32.703	0.850
587.330	0.250
659.255	0.910
587.330	0.220
523.251	0.480
783.991	0.700
880.000	0.270
1046.502	0.640
880.000	0.260
783.991	0.580
880.000	0.280
783.991	0.630
880.000	0.520
783.991	0.210
880.000	0.230
783.991	0.210
880.000	0.710
783.991	0.260
880.000	0.460
783.991	0.460
659.255	0.460
523.251	0.500
587.330	0.480
659.255	1.370
587.330	0.280
523.251	0.730
